source_path	planned_native_path	action	notes
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAntennaTrackerParamView.axaml	GCSViews/ConfigurationView/ConfigAntennaTrackerParamView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAntennaTrackerParamView.axaml.cs	GCSViews/ConfigurationView/ConfigAntennaTrackerParamView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAntennaTrackerView.axaml	GCSViews/ConfigurationView/ConfigAntennaTrackerView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigAntennaTrackerView.axaml.cs	GCSViews/ConfigurationView/ConfigAntennaTrackerView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigArduplaneView.axaml	GCSViews/ConfigurationView/ConfigArduplaneView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigArduplaneView.axaml.cs	GCSViews/ConfigurationView/ConfigArduplaneView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigArduroverView.axaml	GCSViews/ConfigurationView/ConfigArduroverView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigArduroverView.axaml.cs	GCSViews/ConfigurationView/ConfigArduroverView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigBasicTuningView.axaml	GCSViews/ConfigurationView/ConfigBasicTuningView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigBasicTuningView.axaml.cs	GCSViews/ConfigurationView/ConfigBasicTuningView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigBatteryMonitoring2View.axaml	GCSViews/ConfigurationView/ConfigBatteryMonitoring2View.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigBatteryMonitoring2View.axaml.cs	GCSViews/ConfigurationView/ConfigBatteryMonitoring2View.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigBatteryMonitoringView.axaml	GCSViews/ConfigurationView/ConfigBatteryMonitoringView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigBatteryMonitoringView.axaml.cs	GCSViews/ConfigurationView/ConfigBatteryMonitoringView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCompassLegacyView.axaml	GCSViews/ConfigurationView/ConfigCompassLegacyView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCompassLegacyView.axaml.cs	GCSViews/ConfigurationView/ConfigCompassLegacyView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCompassMotView.axaml	GCSViews/ConfigurationView/ConfigCompassMotView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCompassMotView.axaml.cs	GCSViews/ConfigurationView/ConfigCompassMotView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCompassView.axaml	GCSViews/ConfigurationView/ConfigCompassView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCompassView.axaml.cs	GCSViews/ConfigurationView/ConfigCompassView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCubeIDView.axaml	GCSViews/ConfigurationView/ConfigCubeIDView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigCubeIDView.axaml.cs	GCSViews/ConfigurationView/ConfigCubeIDView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigDefaultSettingsView.axaml	GCSViews/ConfigurationView/ConfigDefaultSettingsView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigDefaultSettingsView.axaml.cs	GCSViews/ConfigurationView/ConfigDefaultSettingsView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigDroneCanView.axaml	GCSViews/ConfigurationView/ConfigDroneCanView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigDroneCanView.axaml.cs	GCSViews/ConfigurationView/ConfigDroneCanView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigESCCalibrationView.axaml	GCSViews/ConfigurationView/ConfigESCCalibrationView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigESCCalibrationView.axaml.cs	GCSViews/ConfigurationView/ConfigESCCalibrationView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigElevationSourcesView.axaml	GCSViews/ConfigurationView/ConfigElevationSourcesView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigElevationSourcesView.axaml.cs	GCSViews/ConfigurationView/ConfigElevationSourcesView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigExtendedTuningView.axaml	GCSViews/ConfigurationView/ConfigExtendedTuningView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigExtendedTuningView.axaml.cs	GCSViews/ConfigurationView/ConfigExtendedTuningView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFFTView.axaml	GCSViews/ConfigurationView/ConfigFFTView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFFTView.axaml.cs	GCSViews/ConfigurationView/ConfigFFTView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFailSafeView.axaml	GCSViews/ConfigurationView/ConfigFailSafeView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFailSafeView.axaml.cs	GCSViews/ConfigurationView/ConfigFailSafeView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFirmwareLegacyView.axaml	GCSViews/ConfigurationView/ConfigFirmwareLegacyView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFirmwareLegacyView.axaml.cs	GCSViews/ConfigurationView/ConfigFirmwareLegacyView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFlightModesView.axaml	GCSViews/ConfigurationView/ConfigFlightModesView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFlightModesView.axaml.cs	GCSViews/ConfigurationView/ConfigFlightModesView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFrameClassTypeView.axaml	GCSViews/ConfigurationView/ConfigFrameClassTypeView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFrameClassTypeView.axaml.cs	GCSViews/ConfigurationView/ConfigFrameClassTypeView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFrameTypeView.axaml	GCSViews/ConfigurationView/ConfigFrameTypeView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFrameTypeView.axaml.cs	GCSViews/ConfigurationView/ConfigFrameTypeView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFriendlyParamsView.axaml	GCSViews/ConfigurationView/ConfigFriendlyParamsView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigFriendlyParamsView.axaml.cs	GCSViews/ConfigurationView/ConfigFriendlyParamsView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigGPSOrderView.axaml	GCSViews/ConfigurationView/ConfigGPSOrderView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigGPSOrderView.axaml.cs	GCSViews/ConfigurationView/ConfigGPSOrderView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigGpsInjectView.axaml	GCSViews/ConfigurationView/ConfigGpsInjectView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigGpsInjectView.axaml.cs	GCSViews/ConfigurationView/ConfigGpsInjectView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWBTView.axaml	GCSViews/ConfigurationView/ConfigHWBTView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWBTView.axaml.cs	GCSViews/ConfigurationView/ConfigHWBTView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWCANView.axaml	GCSViews/ConfigurationView/ConfigHWCANView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWCANView.axaml.cs	GCSViews/ConfigurationView/ConfigHWCANView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWESP8266View.axaml	GCSViews/ConfigurationView/ConfigHWESP8266View.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWESP8266View.axaml.cs	GCSViews/ConfigurationView/ConfigHWESP8266View.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWIDView.axaml	GCSViews/ConfigurationView/ConfigHWIDView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWIDView.axaml.cs	GCSViews/ConfigurationView/ConfigHWIDView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWOSDView.axaml	GCSViews/ConfigurationView/ConfigHWOSDView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigHWOSDView.axaml.cs	GCSViews/ConfigurationView/ConfigHWOSDView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigInitialParamsView.axaml	GCSViews/ConfigurationView/ConfigInitialParamsView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigInitialParamsView.axaml.cs	GCSViews/ConfigurationView/ConfigInitialParamsView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigJoystickView.axaml	GCSViews/ConfigurationView/ConfigJoystickView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigJoystickView.axaml.cs	GCSViews/ConfigurationView/ConfigJoystickView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigMavCommandView.axaml	GCSViews/ConfigurationView/ConfigMavCommandView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigMavCommandView.axaml.cs	GCSViews/ConfigurationView/ConfigMavCommandView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigMotorTestView.axaml	GCSViews/ConfigurationView/ConfigMotorTestView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigMotorTestView.axaml.cs	GCSViews/ConfigurationView/ConfigMotorTestView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigMountView.axaml	GCSViews/ConfigurationView/ConfigMountView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigMountView.axaml.cs	GCSViews/ConfigurationView/ConfigMountView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigOSDView.axaml	GCSViews/ConfigurationView/ConfigOSDView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigOSDView.axaml.cs	GCSViews/ConfigurationView/ConfigOSDView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigOnboardReplView.axaml	GCSViews/ConfigurationView/ConfigOnboardReplView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigOnboardReplView.axaml.cs	GCSViews/ConfigurationView/ConfigOnboardReplView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigOptFlowView.axaml	GCSViews/ConfigurationView/ConfigOptFlowView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigOptFlowView.axaml.cs	GCSViews/ConfigurationView/ConfigOptFlowView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigPX4FlowView.axaml	GCSViews/ConfigurationView/ConfigPX4FlowView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigPX4FlowView.axaml.cs	GCSViews/ConfigurationView/ConfigPX4FlowView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigParachuteView.axaml	GCSViews/ConfigurationView/ConfigParachuteView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigParachuteView.axaml.cs	GCSViews/ConfigurationView/ConfigParachuteView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigParamLoadingView.axaml	GCSViews/ConfigurationView/ConfigParamLoadingView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigParamLoadingView.axaml.cs	GCSViews/ConfigurationView/ConfigParamLoadingView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigPlannerAdvView.axaml	GCSViews/ConfigurationView/ConfigPlannerAdvView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigPlannerAdvView.axaml.cs	GCSViews/ConfigurationView/ConfigPlannerAdvView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigPlannerView.axaml	GCSViews/ConfigurationView/ConfigPlannerView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigPlannerView.axaml.cs	GCSViews/ConfigurationView/ConfigPlannerView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigRadioInputView.axaml	GCSViews/ConfigurationView/ConfigRadioInputView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigRadioInputView.axaml.cs	GCSViews/ConfigurationView/ConfigRadioInputView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigRadioOutputView.axaml	GCSViews/ConfigurationView/ConfigRadioOutputView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigRadioOutputView.axaml.cs	GCSViews/ConfigurationView/ConfigRadioOutputView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigRangeFinderView.axaml	GCSViews/ConfigurationView/ConfigRangeFinderView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigRangeFinderView.axaml.cs	GCSViews/ConfigurationView/ConfigRangeFinderView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigScriptReplView.axaml	GCSViews/ConfigurationView/ConfigScriptReplView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigScriptReplView.axaml.cs	GCSViews/ConfigurationView/ConfigScriptReplView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigSecureApView.axaml	GCSViews/ConfigurationView/ConfigSecureApView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigSecureApView.axaml.cs	GCSViews/ConfigurationView/ConfigSecureApView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigSecureView.axaml	GCSViews/ConfigurationView/ConfigSecureView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigSecureView.axaml.cs	GCSViews/ConfigurationView/ConfigSecureView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigSerialView.axaml	GCSViews/ConfigurationView/ConfigSerialView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigSerialView.axaml.cs	GCSViews/ConfigurationView/ConfigSerialView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigTerminalView.axaml	GCSViews/ConfigurationView/ConfigTerminalView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigTerminalView.axaml.cs	GCSViews/ConfigurationView/ConfigTerminalView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigTradHeli4View.axaml	GCSViews/ConfigurationView/ConfigTradHeli4View.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigTradHeli4View.axaml.cs	GCSViews/ConfigurationView/ConfigTradHeli4View.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigTradHeliView.axaml	GCSViews/ConfigurationView/ConfigTradHeliView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigTradHeliView.axaml.cs	GCSViews/ConfigurationView/ConfigTradHeliView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigUserDefinedView.axaml	GCSViews/ConfigurationView/ConfigUserDefinedView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/ConfigUserDefinedView.axaml.cs	GCSViews/ConfigurationView/ConfigUserDefinedView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/MavFTPUIView.axaml	GCSViews/ConfigurationView/MavFTPUIView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/MavFTPUIView.axaml.cs	GCSViews/ConfigurationView/MavFTPUIView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/WarningManagerView.axaml	GCSViews/ConfigurationView/WarningManagerView.axaml	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GCSViews/ConfigurationView/WarningManagerView.axaml.cs	GCSViews/ConfigurationView/WarningManagerView.axaml.cs	import	Avalonia replacement in the native GCSViews feature tree.
src/MissionPlannerAvalonia/Views/GeoRefView.axaml	Views/GeoRefView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/GeoRefView.axaml.cs	Views/GeoRefView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/GeoRefWindow.cs	Views/GeoRefWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/GridUIView.axaml	Views/GridUIView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/GridUIView.axaml.cs	Views/GridUIView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/GridUIWindow.cs	Views/GridUIWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/HelpView.axaml	Views/HelpView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/HelpView.axaml.cs	Views/HelpView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/InfoPageView.axaml	Views/InfoPageView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/InfoPageView.axaml.cs	Views/InfoPageView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LinkStatsWindow.axaml	Views/LinkStatsWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LinkStatsWindow.axaml.cs	Views/LinkStatsWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogBrowseView.axaml	Views/LogBrowseView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogBrowseView.axaml.cs	Views/LogBrowseView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogBrowseWindow.cs	Views/LogBrowseWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogDownloadWindow.axaml	Views/LogDownloadWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogDownloadWindow.axaml.cs	Views/LogDownloadWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogIndexWindow.axaml	Views/LogIndexWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogIndexWindow.axaml.cs	Views/LogIndexWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/LogMetadataWindow.cs	Views/LogMetadataWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MAVLinkInspectorView.axaml	Views/MAVLinkInspectorView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MAVLinkInspectorView.axaml.cs	Views/MAVLinkInspectorView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MAVLinkInspectorWindow.cs	Views/MAVLinkInspectorWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MainWindow.axaml	Views/MainWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MainWindow.axaml.cs	Views/MainWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MapCacheView.axaml	Views/MapCacheView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MapCacheView.axaml.cs	Views/MapCacheView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MapCacheWindow.cs	Views/MapCacheWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MavlinkFieldGraphWindow.cs	Views/MavlinkFieldGraphWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MavlinkLogWindow.axaml	Views/MavlinkLogWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MavlinkLogWindow.axaml.cs	Views/MavlinkLogWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MavlinkSerialTcpBridgeView.axaml	Views/MavlinkSerialTcpBridgeView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MavlinkSerialTcpBridgeView.axaml.cs	Views/MavlinkSerialTcpBridgeView.axaml.cs	import	Port-owned application source/resource imported into the native root.
